id,prompt,BLIPScore
191_A cat standing on a chair._0,A cat standing on a chair.,-0.22
191_A cat standing on a chair._1,A cat standing on a chair.,-0.52
191_A cat standing on a chair._2,A cat standing on a chair.,-0.40
191_A cat standing on a chair._3,A cat standing on a chair.,-0.59
191_A cat standing on a chair._4,A cat standing on a chair.,0.14
192_A tiger standing on a table._0,A tiger standing on a table.,0.36
192_A tiger standing on a table._1,A tiger standing on a table.,-0.19
192_A tiger standing on a table._2,A tiger standing on a table.,-0.10
192_A tiger standing on a table._3,A tiger standing on a table.,-0.25
192_A tiger standing on a table._4,A tiger standing on a table.,0.39
193_An elephant standing on a bed._0,An elephant standing on a bed.,0.12
193_An elephant standing on a bed._1,An elephant standing on a bed.,-0.28
193_An elephant standing on a bed._2,An elephant standing on a bed.,-0.52
193_An elephant standing on a bed._3,An elephant standing on a bed.,-0.22
193_An elephant standing on a bed._4,An elephant standing on a bed.,-0.12
194_A dog standing on a bed._0,A dog standing on a bed.,-0.78
194_A dog standing on a bed._1,A dog standing on a bed.,-0.05
194_A dog standing on a bed._2,A dog standing on a bed.,-0.92
194_A dog standing on a bed._3,A dog standing on a bed.,-0.66
194_A dog standing on a bed._4,A dog standing on a bed.,-0.89
195_A dog standing on a chair._0,A dog standing on a chair.,-0.85
195_A dog standing on a chair._1,A dog standing on a chair.,-1.37
195_A dog standing on a chair._2,A dog standing on a chair.,-0.75
195_A dog standing on a chair._3,A dog standing on a chair.,-1.03
195_A dog standing on a chair._4,A dog standing on a chair.,-0.30
196_A cat standing on the floor._0,A cat standing on the floor.,0.30
196_A cat standing on the floor._1,A cat standing on the floor.,-0.03
196_A cat standing on the floor._2,A cat standing on the floor.,0.01
196_A cat standing on the floor._3,A cat standing on the floor.,0.04
196_A cat standing on the floor._4,A cat standing on the floor.,0.67
197_An elephant standing on a chair._0,An elephant standing on a chair.,-0.31
197_An elephant standing on a chair._1,An elephant standing on a chair.,0.10
197_An elephant standing on a chair._2,An elephant standing on a chair.,0.05
197_An elephant standing on a chair._3,An elephant standing on a chair.,-0.59
197_An elephant standing on a chair._4,An elephant standing on a chair.,-0.12
198_A tiger standing on a chair._0,A tiger standing on a chair.,-0.06
198_A tiger standing on a chair._1,A tiger standing on a chair.,-0.18
198_A tiger standing on a chair._2,A tiger standing on a chair.,0.22
198_A tiger standing on a chair._3,A tiger standing on a chair.,-0.07
198_A tiger standing on a chair._4,A tiger standing on a chair.,0.22
199_A squirrel standing on the floor._0,A squirrel standing on the floor.,0.34
199_A squirrel standing on the floor._1,A squirrel standing on the floor.,0.23
199_A squirrel standing on the floor._2,A squirrel standing on the floor.,0.43
199_A squirrel standing on the floor._3,A squirrel standing on the floor.,0.62
199_A squirrel standing on the floor._4,A squirrel standing on the floor.,0.74
200_a white dog with blue eyes playing soccer_0,a white dog with blue eyes playing soccer,0.39
200_a white dog with blue eyes playing soccer_1,a white dog with blue eyes playing soccer,0.00
200_a white dog with blue eyes playing soccer_2,a white dog with blue eyes playing soccer,0.05
200_a white dog with blue eyes playing soccer_3,a white dog with blue eyes playing soccer,-0.40
200_a white dog with blue eyes playing soccer_4,a white dog with blue eyes playing soccer,-0.01
201_a white dog playing soccer_0,a white dog playing soccer,0.04
201_a white dog playing soccer_1,a white dog playing soccer,-0.11
201_a white dog playing soccer_2,a white dog playing soccer,0.13
201_a white dog playing soccer_3,a white dog playing soccer,-0.46
201_a white dog playing soccer_4,a white dog playing soccer,-0.13
202_a white dog with blue eyes_0,a white dog with blue eyes,-0.23
202_a white dog with blue eyes_1,a white dog with blue eyes,-0.24
202_a white dog with blue eyes_2,a white dog with blue eyes,-0.17
202_a white dog with blue eyes_3,a white dog with blue eyes,-0.26
202_a white dog with blue eyes_4,a white dog with blue eyes,0.30
203_a dog_0,a dog,-1.07
203_a dog_1,a dog,0.02
203_a dog_2,a dog,-1.78
203_a dog_3,a dog,-0.61
203_a dog_4,a dog,-0.46
204_a dog playing soccer_0,a dog playing soccer,-0.47
204_a dog playing soccer_1,a dog playing soccer,-0.21
204_a dog playing soccer_2,a dog playing soccer,-0.40
204_a dog playing soccer_3,a dog playing soccer,-0.44
204_a dog playing soccer_4,a dog playing soccer,-0.31
205_a black cat reading a book and a white dog playing soccer_0,a black cat reading a book and a white dog playing soccer,-0.41
205_a black cat reading a book and a white dog playing soccer_1,a black cat reading a book and a white dog playing soccer,-1.19
205_a black cat reading a book and a white dog playing soccer_2,a black cat reading a book and a white dog playing soccer,-0.21
205_a black cat reading a book and a white dog playing soccer_3,a black cat reading a book and a white dog playing soccer,-0.41
205_a black cat reading a book and a white dog playing soccer_4,a black cat reading a book and a white dog playing soccer,-0.67
206_a white dog_0,a white dog,-0.16
206_a white dog_1,a white dog,-0.61
206_a white dog_2,a white dog,0.09
206_a white dog_3,a white dog,-0.28
206_a white dog_4,a white dog,-0.27
207_a dog with blue eyes playing soccer_0,a dog with blue eyes playing soccer,-0.19
207_a dog with blue eyes playing soccer_1,a dog with blue eyes playing soccer,0.14
207_a dog with blue eyes playing soccer_2,a dog with blue eyes playing soccer,0.15
207_a dog with blue eyes playing soccer_3,a dog with blue eyes playing soccer,-0.28
207_a dog with blue eyes playing soccer_4,a dog with blue eyes playing soccer,0.25
208_a cat with green eyes and a dog with blue eyes_0,a cat with green eyes and a dog with blue eyes,0.20
208_a cat with green eyes and a dog with blue eyes_1,a cat with green eyes and a dog with blue eyes,-0.46
208_a cat with green eyes and a dog with blue eyes_2,a cat with green eyes and a dog with blue eyes,-0.16
208_a cat with green eyes and a dog with blue eyes_3,a cat with green eyes and a dog with blue eyes,-0.58
208_a cat with green eyes and a dog with blue eyes_4,a cat with green eyes and a dog with blue eyes,-0.11
209_a cat reading a book and a dog playing soccer_0,a cat reading a book and a dog playing soccer,0.01
209_a cat reading a book and a dog playing soccer_1,a cat reading a book and a dog playing soccer,-0.38
209_a cat reading a book and a dog playing soccer_2,a cat reading a book and a dog playing soccer,-0.74
209_a cat reading a book and a dog playing soccer_3,a cat reading a book and a dog playing soccer,-0.15
209_a cat reading a book and a dog playing soccer_4,a cat reading a book and a dog playing soccer,-0.43
210_a black cat reading and a white dog playing_0,a black cat reading and a white dog playing,0.19
210_a black cat reading and a white dog playing_1,a black cat reading and a white dog playing,-0.30
210_a black cat reading and a white dog playing_2,a black cat reading and a white dog playing,-0.40
210_a black cat reading and a white dog playing_3,a black cat reading and a white dog playing,-1.20
210_a black cat reading and a white dog playing_4,a black cat reading and a white dog playing,-0.86
211_a cat and a dog_0,a cat and a dog,-0.20
211_a cat and a dog_1,a cat and a dog,-0.57
211_a cat and a dog_2,a cat and a dog,-1.12
211_a cat and a dog_3,a cat and a dog,-0.94
211_a cat and a dog_4,a cat and a dog,-0.68
212_a black cat and a white dog_0,a black cat and a white dog,-0.21
212_a black cat and a white dog_1,a black cat and a white dog,-0.43
212_a black cat and a white dog_2,a black cat and a white dog,-0.62
212_a black cat and a white dog_3,a black cat and a white dog,-0.43
212_a black cat and a white dog_4,a black cat and a white dog,-1.31
213_a black cat with green eyes reading a book and a white dog with blue eyes playing soccer_0,a black cat with green eyes reading a book and a white dog with blue eyes playing soccer,0.00
213_a black cat with green eyes reading a book and a white dog with blue eyes playing soccer_1,a black cat with green eyes reading a book and a white dog with blue eyes playing soccer,-0.13
213_a black cat with green eyes reading a book and a white dog with blue eyes playing soccer_2,a black cat with green eyes reading a book and a white dog with blue eyes playing soccer,0.18
213_a black cat with green eyes reading a book and a white dog with blue eyes playing soccer_3,a black cat with green eyes reading a book and a white dog with blue eyes playing soccer,-0.39
213_a black cat with green eyes reading a book and a white dog with blue eyes playing soccer_4,a black cat with green eyes reading a book and a white dog with blue eyes playing soccer,-0.38
214_a cat with green eyes reading a book and a dog with blue eyes playing soccer_0,a cat with green eyes reading a book and a dog with blue eyes playing soccer,-0.01
214_a cat with green eyes reading a book and a dog with blue eyes playing soccer_1,a cat with green eyes reading a book and a dog with blue eyes playing soccer,0.84
214_a cat with green eyes reading a book and a dog with blue eyes playing soccer_2,a cat with green eyes reading a book and a dog with blue eyes playing soccer,0.04
214_a cat with green eyes reading a book and a dog with blue eyes playing soccer_3,a cat with green eyes reading a book and a dog with blue eyes playing soccer,-0.34
214_a cat with green eyes reading a book and a dog with blue eyes playing soccer_4,a cat with green eyes reading a book and a dog with blue eyes playing soccer,-0.28
215_a photo of a black cat reading a book sitting on a chair_0,a photo of a black cat reading a book sitting on a chair,-0.49
215_a photo of a black cat reading a book sitting on a chair_1,a photo of a black cat reading a book sitting on a chair,-0.24
215_a photo of a black cat reading a book sitting on a chair_2,a photo of a black cat reading a book sitting on a chair,-0.34
215_a photo of a black cat reading a book sitting on a chair_3,a photo of a black cat reading a book sitting on a chair,-0.77
215_a photo of a black cat reading a book sitting on a chair_4,a photo of a black cat reading a book sitting on a chair,-0.74
216_a photo of a cat_0,a photo of a cat,0.11
216_a photo of a cat_1,a photo of a cat,0.40
216_a photo of a cat_2,a photo of a cat,0.09
216_a photo of a cat_3,a photo of a cat,0.13
216_a photo of a cat_4,a photo of a cat,-0.12
217_a photo of a black cat_0,a photo of a black cat,-0.60
217_a photo of a black cat_1,a photo of a black cat,-0.40
217_a photo of a black cat_2,a photo of a black cat,-0.49
217_a photo of a black cat_3,a photo of a black cat,-0.33
217_a photo of a black cat_4,a photo of a black cat,-0.37
218_a photo of a cat with green eyes_0,a photo of a cat with green eyes,-0.03
218_a photo of a cat with green eyes_1,a photo of a cat with green eyes,0.17
218_a photo of a cat with green eyes_2,a photo of a cat with green eyes,0.48
218_a photo of a cat with green eyes_3,a photo of a cat with green eyes,0.23
218_a photo of a cat with green eyes_4,a photo of a cat with green eyes,0.53
219_a photo of a black cat with green eyes_0,a photo of a black cat with green eyes,-0.56
219_a photo of a black cat with green eyes_1,a photo of a black cat with green eyes,-0.11
219_a photo of a black cat with green eyes_2,a photo of a black cat with green eyes,-0.51
219_a photo of a black cat with green eyes_3,a photo of a black cat with green eyes,0.16
219_a photo of a black cat with green eyes_4,a photo of a black cat with green eyes,-0.30
220_a photo of a cat with green eyes reading a book sitting on a chair_0,a photo of a cat with green eyes reading a book sitting on a chair,0.59
