id,prompt,CLIPScore
191_A cat standing on a chair._3,A cat standing on a chair.,33.36
191_A cat standing on a chair._4,A cat standing on a chair.,34.51
192_A tiger standing on a table._0,A tiger standing on a table.,31.90
192_A tiger standing on a table._1,A tiger standing on a table.,34.23
192_A tiger standing on a table._2,A tiger standing on a table.,32.93
192_A tiger standing on a table._3,A tiger standing on a table.,34.54
192_A tiger standing on a table._4,A tiger standing on a table.,32.98
193_An elephant standing on a bed._0,An elephant standing on a bed.,36.07
193_An elephant standing on a bed._1,An elephant standing on a bed.,36.42
193_An elephant standing on a bed._2,An elephant standing on a bed.,34.79
193_An elephant standing on a bed._3,An elephant standing on a bed.,35.85
193_An elephant standing on a bed._4,An elephant standing on a bed.,37.43
194_A dog standing on a bed._0,A dog standing on a bed.,33.25
194_A dog standing on a bed._1,A dog standing on a bed.,33.50
194_A dog standing on a bed._2,A dog standing on a bed.,32.28
194_A dog standing on a bed._3,A dog standing on a bed.,30.77
194_A dog standing on a bed._4,A dog standing on a bed.,33.53
195_A dog standing on a chair._0,A dog standing on a chair.,31.71
195_A dog standing on a chair._1,A dog standing on a chair.,34.95
195_A dog standing on a chair._2,A dog standing on a chair.,33.49
195_A dog standing on a chair._3,A dog standing on a chair.,33.51
195_A dog standing on a chair._4,A dog standing on a chair.,34.15
196_A cat standing on the floor._0,A cat standing on the floor.,25.92
196_A cat standing on the floor._1,A cat standing on the floor.,31.75
196_A cat standing on the floor._2,A cat standing on the floor.,28.44
196_A cat standing on the floor._3,A cat standing on the floor.,29.64
196_A cat standing on the floor._4,A cat standing on the floor.,29.34
197_An elephant standing on a chair._0,An elephant standing on a chair.,33.73
197_An elephant standing on a chair._1,An elephant standing on a chair.,28.39
197_An elephant standing on a chair._2,An elephant standing on a chair.,32.92
197_An elephant standing on a chair._3,An elephant standing on a chair.,28.60
197_An elephant standing on a chair._4,An elephant standing on a chair.,33.45
198_A tiger standing on a chair._0,A tiger standing on a chair.,33.03
198_A tiger standing on a chair._1,A tiger standing on a chair.,37.71
198_A tiger standing on a chair._2,A tiger standing on a chair.,31.58
198_A tiger standing on a chair._3,A tiger standing on a chair.,35.76
198_A tiger standing on a chair._4,A tiger standing on a chair.,34.17
199_A squirrel standing on the floor._0,A squirrel standing on the floor.,30.98
199_A squirrel standing on the floor._1,A squirrel standing on the floor.,30.09
199_A squirrel standing on the floor._2,A squirrel standing on the floor.,31.33
199_A squirrel standing on the floor._3,A squirrel standing on the floor.,29.80
199_A squirrel standing on the floor._4,A squirrel standing on the floor.,30.03
200_a white dog with blue eyes playing soccer_0,a white dog with blue eyes playing soccer,37.86
200_a white dog with blue eyes playing soccer_1,a white dog with blue eyes playing soccer,36.90
200_a white dog with blue eyes playing soccer_2,a white dog with blue eyes playing soccer,35.95
200_a white dog with blue eyes playing soccer_3,a white dog with blue eyes playing soccer,35.96
200_a white dog with blue eyes playing soccer_4,a white dog with blue eyes playing soccer,36.97
201_a white dog playing soccer_0,a white dog playing soccer,35.91
201_a white dog playing soccer_1,a white dog playing soccer,37.28
201_a white dog playing soccer_2,a white dog playing soccer,37.09
201_a white dog playing soccer_3,a white dog playing soccer,31.95
201_a white dog playing soccer_4,a white dog playing soccer,37.13
202_a white dog with blue eyes_0,a white dog with blue eyes,36.17
202_a white dog with blue eyes_1,a white dog with blue eyes,35.67
202_a white dog with blue eyes_2,a white dog with blue eyes,35.89
202_a white dog with blue eyes_3,a white dog with blue eyes,35.43
202_a white dog with blue eyes_4,a white dog with blue eyes,35.31
203_a dog_0,a dog,20.72
203_a dog_1,a dog,28.50
203_a dog_2,a dog,19.46
203_a dog_3,a dog,23.84
203_a dog_4,a dog,25.26
204_a dog playing soccer_0,a dog playing soccer,25.32
204_a dog playing soccer_1,a dog playing soccer,33.35
204_a dog playing soccer_2,a dog playing soccer,28.31
204_a dog playing soccer_3,a dog playing soccer,33.98
204_a dog playing soccer_4,a dog playing soccer,32.99
205_a black cat reading a book and a white dog playing soccer_0,a black cat reading a book and a white dog playing soccer,36.78
205_a black cat reading a book and a white dog playing soccer_1,a black cat reading a book and a white dog playing soccer,32.29
205_a black cat reading a book and a white dog playing soccer_2,a black cat reading a book and a white dog playing soccer,31.45
205_a black cat reading a book and a white dog playing soccer_3,a black cat reading a book and a white dog playing soccer,33.10
205_a black cat reading a book and a white dog playing soccer_4,a black cat reading a book and a white dog playing soccer,35.58
206_a white dog_0,a white dog,31.59
206_a white dog_1,a white dog,30.64
206_a white dog_2,a white dog,28.07
206_a white dog_3,a white dog,31.34
206_a white dog_4,a white dog,30.85
207_a dog with blue eyes playing soccer_0,a dog with blue eyes playing soccer,33.03
207_a dog with blue eyes playing soccer_1,a dog with blue eyes playing soccer,34.73
207_a dog with blue eyes playing soccer_2,a dog with blue eyes playing soccer,33.54
207_a dog with blue eyes playing soccer_3,a dog with blue eyes playing soccer,35.20
207_a dog with blue eyes playing soccer_4,a dog with blue eyes playing soccer,35.14
208_a cat with green eyes and a dog with blue eyes_0,a cat with green eyes and a dog with blue eyes,30.81
208_a cat with green eyes and a dog with blue eyes_1,a cat with green eyes and a dog with blue eyes,35.46
208_a cat with green eyes and a dog with blue eyes_2,a cat with green eyes and a dog with blue eyes,31.21
208_a cat with green eyes and a dog with blue eyes_3,a cat with green eyes and a dog with blue eyes,35.00
208_a cat with green eyes and a dog with blue eyes_4,a cat with green eyes and a dog with blue eyes,31.71
209_a cat reading a book and a dog playing soccer_0,a cat reading a book and a dog playing soccer,38.90
209_a cat reading a book and a dog playing soccer_1,a cat reading a book and a dog playing soccer,31.87
209_a cat reading a book and a dog playing soccer_2,a cat reading a book and a dog playing soccer,29.62
209_a cat reading a book and a dog playing soccer_3,a cat reading a book and a dog playing soccer,41.32
209_a cat reading a book and a dog playing soccer_4,a cat reading a book and a dog playing soccer,33.14
210_a black cat reading and a white dog playing_0,a black cat reading and a white dog playing,37.88
210_a black cat reading and a white dog playing_1,a black cat reading and a white dog playing,31.60
210_a black cat reading and a white dog playing_2,a black cat reading and a white dog playing,26.55
210_a black cat reading and a white dog playing_3,a black cat reading and a white dog playing,32.51
210_a black cat reading and a white dog playing_4,a black cat reading and a white dog playing,33.31
211_a cat and a dog_0,a cat and a dog,31.92
211_a cat and a dog_1,a cat and a dog,30.39
211_a cat and a dog_2,a cat and a dog,29.78
211_a cat and a dog_3,a cat and a dog,30.80
211_a cat and a dog_4,a cat and a dog,31.25
212_a black cat and a white dog_0,a black cat and a white dog,34.78
212_a black cat and a white dog_1,a black cat and a white dog,32.56
212_a black cat and a white dog_2,a black cat and a white dog,33.47
212_a black cat and a white dog_3,a black cat and a white dog,33.30
212_a black cat and a white dog_4,a black cat and a white dog,29.29
213_a black cat with green eyes reading a book and a white dog with blue eyes playing soccer_0,a black cat with green eyes reading a book and a white dog with blue eyes playing soccer,42.41
213_a black cat with green eyes reading a book and a white dog with blue eyes playing soccer_1,a black cat with green eyes reading a book and a white dog with blue eyes playing soccer,39.87
213_a black cat with green eyes reading a book and a white dog with blue eyes playing soccer_2,a black cat with green eyes reading a book and a white dog with blue eyes playing soccer,33.98
213_a black cat with green eyes reading a book and a white dog with blue eyes playing soccer_3,a black cat with green eyes reading a book and a white dog with blue eyes playing soccer,37.35
213_a black cat with green eyes reading a book and a white dog with blue eyes playing soccer_4,a black cat with green eyes reading a book and a white dog with blue eyes playing soccer,39.47
214_a cat with green eyes reading a book and a dog with blue eyes playing soccer_0,a cat with green eyes reading a book and a dog with blue eyes playing soccer,40.45
214_a cat with green eyes reading a book and a dog with blue eyes playing soccer_1,a cat with green eyes reading a book and a dog with blue eyes playing soccer,35.56
214_a cat with green eyes reading a book and a dog with blue eyes playing soccer_2,a cat with green eyes reading a book and a dog with blue eyes playing soccer,34.13
214_a cat with green eyes reading a book and a dog with blue eyes playing soccer_3,a cat with green eyes reading a book and a dog with blue eyes playing soccer,37.60
214_a cat with green eyes reading a book and a dog with blue eyes playing soccer_4,a cat with green eyes reading a book and a dog with blue eyes playing soccer,35.52
215_a photo of a black cat reading a book sitting on a chair_0,a photo of a black cat reading a book sitting on a chair,34.88
215_a photo of a black cat reading a book sitting on a chair_1,a photo of a black cat reading a book sitting on a chair,33.62
215_a photo of a black cat reading a book sitting on a chair_2,a photo of a black cat reading a book sitting on a chair,32.43
215_a photo of a black cat reading a book sitting on a chair_3,a photo of a black cat reading a book sitting on a chair,32.23
215_a photo of a black cat reading a book sitting on a chair_4,a photo of a black cat reading a book sitting on a chair,33.77
216_a photo of a cat_0,a photo of a cat,28.90
216_a photo of a cat_1,a photo of a cat,29.29
216_a photo of a cat_2,a photo of a cat,27.76
216_a photo of a cat_3,a photo of a cat,28.04
216_a photo of a cat_4,a photo of a cat,29.99
217_a photo of a black cat_0,a photo of a black cat,30.10
217_a photo of a black cat_1,a photo of a black cat,32.26
217_a photo of a black cat_2,a photo of a black cat,29.43
217_a photo of a black cat_3,a photo of a black cat,29.33
217_a photo of a black cat_4,a photo of a black cat,29.11
218_a photo of a cat with green eyes_0,a photo of a cat with green eyes,33.38
218_a photo of a cat with green eyes_1,a photo of a cat with green eyes,32.23
218_a photo of a cat with green eyes_2,a photo of a cat with green eyes,32.57
218_a photo of a cat with green eyes_3,a photo of a cat with green eyes,34.25
218_a photo of a cat with green eyes_4,a photo of a cat with green eyes,34.81
