id,prompt,ALIGNSCore
205_a black cat reading a book and a white dog playing soccer_1,a black cat reading a book and a white dog playing soccer,16.81
205_a black cat reading a book and a white dog playing soccer_2,a black cat reading a book and a white dog playing soccer,15.87
205_a black cat reading a book and a white dog playing soccer_3,a black cat reading a book and a white dog playing soccer,17.86
205_a black cat reading a book and a white dog playing soccer_4,a black cat reading a book and a white dog playing soccer,17.60
206_a white dog_0,a white dog,14.14
206_a white dog_1,a white dog,14.39
206_a white dog_2,a white dog,15.89
206_a white dog_3,a white dog,16.13
206_a white dog_4,a white dog,15.38
207_a dog with blue eyes playing soccer_0,a dog with blue eyes playing soccer,16.80
207_a dog with blue eyes playing soccer_1,a dog with blue eyes playing soccer,17.70
207_a dog with blue eyes playing soccer_2,a dog with blue eyes playing soccer,15.79
207_a dog with blue eyes playing soccer_3,a dog with blue eyes playing soccer,19.31
207_a dog with blue eyes playing soccer_4,a dog with blue eyes playing soccer,17.56
208_a cat with green eyes and a dog with blue eyes_0,a cat with green eyes and a dog with blue eyes,14.62
208_a cat with green eyes and a dog with blue eyes_1,a cat with green eyes and a dog with blue eyes,20.85
208_a cat with green eyes and a dog with blue eyes_2,a cat with green eyes and a dog with blue eyes,13.85
208_a cat with green eyes and a dog with blue eyes_3,a cat with green eyes and a dog with blue eyes,18.66
208_a cat with green eyes and a dog with blue eyes_4,a cat with green eyes and a dog with blue eyes,14.49
209_a cat reading a book and a dog playing soccer_0,a cat reading a book and a dog playing soccer,20.12
209_a cat reading a book and a dog playing soccer_1,a cat reading a book and a dog playing soccer,13.67
209_a cat reading a book and a dog playing soccer_2,a cat reading a book and a dog playing soccer,12.55
209_a cat reading a book and a dog playing soccer_3,a cat reading a book and a dog playing soccer,18.71
209_a cat reading a book and a dog playing soccer_4,a cat reading a book and a dog playing soccer,16.71
210_a black cat reading and a white dog playing_0,a black cat reading and a white dog playing,19.65
210_a black cat reading and a white dog playing_1,a black cat reading and a white dog playing,17.43
210_a black cat reading and a white dog playing_2,a black cat reading and a white dog playing,12.01
210_a black cat reading and a white dog playing_3,a black cat reading and a white dog playing,16.10
210_a black cat reading and a white dog playing_4,a black cat reading and a white dog playing,17.80
211_a cat and a dog_0,a cat and a dog,17.10
211_a cat and a dog_1,a cat and a dog,16.16
211_a cat and a dog_2,a cat and a dog,15.06
211_a cat and a dog_3,a cat and a dog,17.40
211_a cat and a dog_4,a cat and a dog,14.93
212_a black cat and a white dog_0,a black cat and a white dog,18.83
212_a black cat and a white dog_1,a black cat and a white dog,18.50
212_a black cat and a white dog_2,a black cat and a white dog,13.13
212_a black cat and a white dog_3,a black cat and a white dog,18.51
212_a black cat and a white dog_4,a black cat and a white dog,17.11
213_a black cat with green eyes reading a book and a white dog with blue eyes playing soccer_0,a black cat with green eyes reading a book and a white dog with blue eyes playing soccer,20.34
213_a black cat with green eyes reading a book and a white dog with blue eyes playing soccer_1,a black cat with green eyes reading a book and a white dog with blue eyes playing soccer,18.53
213_a black cat with green eyes reading a book and a white dog with blue eyes playing soccer_2,a black cat with green eyes reading a book and a white dog with blue eyes playing soccer,16.65
213_a black cat with green eyes reading a book and a white dog with blue eyes playing soccer_3,a black cat with green eyes reading a book and a white dog with blue eyes playing soccer,19.47
213_a black cat with green eyes reading a book and a white dog with blue eyes playing soccer_4,a black cat with green eyes reading a book and a white dog with blue eyes playing soccer,16.47
214_a cat with green eyes reading a book and a dog with blue eyes playing soccer_0,a cat with green eyes reading a book and a dog with blue eyes playing soccer,20.73
214_a cat with green eyes reading a book and a dog with blue eyes playing soccer_1,a cat with green eyes reading a book and a dog with blue eyes playing soccer,19.14
214_a cat with green eyes reading a book and a dog with blue eyes playing soccer_2,a cat with green eyes reading a book and a dog with blue eyes playing soccer,16.46
214_a cat with green eyes reading a book and a dog with blue eyes playing soccer_3,a cat with green eyes reading a book and a dog with blue eyes playing soccer,21.89
214_a cat with green eyes reading a book and a dog with blue eyes playing soccer_4,a cat with green eyes reading a book and a dog with blue eyes playing soccer,16.87
215_a photo of a black cat reading a book sitting on a chair_0,a photo of a black cat reading a book sitting on a chair,19.09
215_a photo of a black cat reading a book sitting on a chair_1,a photo of a black cat reading a book sitting on a chair,16.43
215_a photo of a black cat reading a book sitting on a chair_2,a photo of a black cat reading a book sitting on a chair,18.21
215_a photo of a black cat reading a book sitting on a chair_3,a photo of a black cat reading a book sitting on a chair,16.73
215_a photo of a black cat reading a book sitting on a chair_4,a photo of a black cat reading a book sitting on a chair,19.35
216_a photo of a cat_0,a photo of a cat,14.56
216_a photo of a cat_1,a photo of a cat,15.12
216_a photo of a cat_2,a photo of a cat,14.25
216_a photo of a cat_3,a photo of a cat,14.21
216_a photo of a cat_4,a photo of a cat,14.87
217_a photo of a black cat_0,a photo of a black cat,15.68
217_a photo of a black cat_1,a photo of a black cat,16.97
217_a photo of a black cat_2,a photo of a black cat,15.76
217_a photo of a black cat_3,a photo of a black cat,15.91
217_a photo of a black cat_4,a photo of a black cat,14.78
218_a photo of a cat with green eyes_0,a photo of a cat with green eyes,16.89
218_a photo of a cat with green eyes_1,a photo of a cat with green eyes,16.65
218_a photo of a cat with green eyes_2,a photo of a cat with green eyes,16.41
218_a photo of a cat with green eyes_3,a photo of a cat with green eyes,17.73
218_a photo of a cat with green eyes_4,a photo of a cat with green eyes,17.56
219_a photo of a black cat with green eyes_0,a photo of a black cat with green eyes,17.01
219_a photo of a black cat with green eyes_1,a photo of a black cat with green eyes,17.45
219_a photo of a black cat with green eyes_2,a photo of a black cat with green eyes,17.88
219_a photo of a black cat with green eyes_3,a photo of a black cat with green eyes,17.87
219_a photo of a black cat with green eyes_4,a photo of a black cat with green eyes,16.98
220_a photo of a cat with green eyes reading a book sitting on a chair_0,a photo of a cat with green eyes reading a book sitting on a chair,18.75
220_a photo of a cat with green eyes reading a book sitting on a chair_1,a photo of a cat with green eyes reading a book sitting on a chair,17.46
220_a photo of a cat with green eyes reading a book sitting on a chair_2,a photo of a cat with green eyes reading a book sitting on a chair,19.18
220_a photo of a cat with green eyes reading a book sitting on a chair_3,a photo of a cat with green eyes reading a book sitting on a chair,18.84
220_a photo of a cat with green eyes reading a book sitting on a chair_4,a photo of a cat with green eyes reading a book sitting on a chair,17.93
221_a photo of a black cat with green eyes reading a book sitting on a chair_0,a photo of a black cat with green eyes reading a book sitting on a chair,19.31
221_a photo of a black cat with green eyes reading a book sitting on a chair_1,a photo of a black cat with green eyes reading a book sitting on a chair,18.48
221_a photo of a black cat with green eyes reading a book sitting on a chair_2,a photo of a black cat with green eyes reading a book sitting on a chair,19.07
221_a photo of a black cat with green eyes reading a book sitting on a chair_3,a photo of a black cat with green eyes reading a book sitting on a chair,17.33
221_a photo of a black cat with green eyes reading a book sitting on a chair_4,a photo of a black cat with green eyes reading a book sitting on a chair,18.98
222_a photo of a cat with green eyes reading a book_0,a photo of a cat with green eyes reading a book,19.74
222_a photo of a cat with green eyes reading a book_1,a photo of a cat with green eyes reading a book,19.45
222_a photo of a cat with green eyes reading a book_2,a photo of a cat with green eyes reading a book,18.22
222_a photo of a cat with green eyes reading a book_3,a photo of a cat with green eyes reading a book,18.10
222_a photo of a cat with green eyes reading a book_4,a photo of a cat with green eyes reading a book,18.20
223_a photo of a black cat reading a book_0,a photo of a black cat reading a book,17.57
223_a photo of a black cat reading a book_1,a photo of a black cat reading a book,18.44
223_a photo of a black cat reading a book_2,a photo of a black cat reading a book,18.25
223_a photo of a black cat reading a book_3,a photo of a black cat reading a book,17.19
223_a photo of a black cat reading a book_4,a photo of a black cat reading a book,16.89
224_a photo of a black cat with green eyes reading a book_0,a photo of a black cat with green eyes reading a book,13.53
224_a photo of a black cat with green eyes reading a book_1,a photo of a black cat with green eyes reading a book,18.39
224_a photo of a black cat with green eyes reading a book_2,a photo of a black cat with green eyes reading a book,19.87
224_a photo of a black cat with green eyes reading a book_3,a photo of a black cat with green eyes reading a book,19.69
224_a photo of a black cat with green eyes reading a book_4,a photo of a black cat with green eyes reading a book,18.71
225_a photo of a cat reading a book sitting on a chair_0,a photo of a cat reading a book sitting on a chair,18.77
225_a photo of a cat reading a book sitting on a chair_1,a photo of a cat reading a book sitting on a chair,18.82
225_a photo of a cat reading a book sitting on a chair_2,a photo of a cat reading a book sitting on a chair,15.76
225_a photo of a cat reading a book sitting on a chair_3,a photo of a cat reading a book sitting on a chair,16.08
225_a photo of a cat reading a book sitting on a chair_4,a photo of a cat reading a book sitting on a chair,16.95
226_a parrot and a mountain_0,a parrot and a mountain,18.47
226_a parrot and a mountain_1,a parrot and a mountain,17.80
226_a parrot and a mountain_2,a parrot and a mountain,14.62
226_a parrot and a mountain_3,a parrot and a mountain,19.07
226_a parrot and a mountain_4,a parrot and a mountain,16.89
227_a tree with yellow leaves and a snow covered mountain_0,a tree with yellow leaves and a snow covered mountain,17.17
227_a tree with yellow leaves and a snow covered mountain_1,a tree with yellow leaves and a snow covered mountain,16.14
227_a tree with yellow leaves and a snow covered mountain_2,a tree with yellow leaves and a snow covered mountain,15.90
